id,createdTime,AuthorRole,CauseCategory,Description,IncidentType,Lat,Long,OccurredAt,Outcome,SecondaryCauseCategory
reckMnIxpB8jGVfIJ,2024-08-26T12:59:19.000Z,Victim,Infrastructure,Walking when little kid on bike comes flying around blind corner. Swerves to avoid us but runs into wall and partially falls off bike.,Collision,53.27378228253917,-9.091954254567469,2024-08-17T15:56,No injuries,Cyclist Behaviour
reckSfgv7704YGt8A,2024-10-31T11:04:01.000Z,Witness,Cyclist Behaviour,Cyclist cycling across junction - not visible and breaking multiple lights/rules,Near Miss,53.404396564628826,-6.178356696310971,2024-10-22T06:55,No injuries,Infrastructure
reckU54BllZjuN3mN,2024-12-12T10:37:35.000Z,Victim,Infrastructure,Hard to spot indented small metal manhole/access cover,Hazard,53.37474444030849,-6.299815142233683,2024-11-17T16:15,Serious injuries,Infrastructure
reckSmmPThi7RJ45j,2024-11-10T12:37:11.000Z,Victim,Driver Behaviour (Car),While waiting at the stop light in the bus lane a taxi drove straight into the back of my bike,Collision,53.36748640159266,-6.2554630941566245,2024-11-07T23:30,No injuries,Infrastructure
reckVW9NcIbR9JBrw,2024-10-06T16:26:45.000Z,Witness,Driver Behaviour (Car),"Cars constantly break the red light, dangerous for pedestrians walking to work in Ballybrit Business Park ",Hazard,53.28878158687917,-9.012221902700901,2024-10-04T08:45,No injuries,Infrastructure
reckWNUR9Py6CnPP0,2024-09-30T10:47:17.000Z,Victim,Driver Behaviour (Car),Cars leaving roundabout often ignore zebra crossing unless you are actually in their path,Hazard,52.64174199456184,-8.648478105910755,2024-09-27T18:00,No injuries,Infrastructure
reckbu6bqVGISnUZX,2025-05-14T09:55:18.000Z,Victim,Infrastructure,Speeding along road near a blind spot leads to near miss incident pulling out from driveway/carpark,Near Miss,53.273699456449066,-8.989408158306958,2025-05-14,No injuries,Infrastructure
reckhZs0iRDvQncRh,2024-02-29T00:55:55.000Z,Victim,Driver Behaviour (Car),Frequent near misses cycling in bus lane cars driving up bus lane at speed towards Malahide road,Hazard,53.40232464966388,-6.17630260803071,2024-02-28T19:30,No injuries,Infrastructure
reckhFcccj2vqxcLQ,2024-12-31T15:42:56.000Z,Victim,Infrastructure,Drivers breaking red light,Near Miss,51.86736959196003,-8.480361225088188,2024-12-23T12:00,No injuries,Driver Behaviour (Car)
recklFowFhLQoZzLv,2024-04-05T12:18:40.000Z,Witness,Driver Behaviour (Car),Car moved from parking and did not see a cyclist in high vis jacket. Cyclist avoided and stopped in time. ,Near Miss,53.27005620192233,-9.051789425670108,2024-04-04T17:20,No injuries,Infrastructure
recklYu5OGzjMyLUt,2024-02-28T21:46:27.000Z,Victim,Driver Behaviour (Car),"Heading south in cycle lane when a left-turning car cut me off, followed immediately by an oncoming car turning across my lane.",Near Miss,53.336860379953606,-6.249008238544064,2024-02-28T16:30,No injuries,Infrastructure
reckmPnQ2EMnn01Xf,2024-02-29T15:16:14.000Z,Victim,Driver Behaviour (Car),Cars constantly parked on footpath here,Near Miss,53.33163604300222,-6.2940984778606435,2024-02-29,No injuries,Infrastructure
recko0qEl2kA5Ow2W,2024-10-03T10:25:56.000Z,Victim,Driver Behaviour (Car),An extremely dangerous stretch of road for cycling. The road is very narrow and drivers cross the continuous white line regularly.,Near Miss,53.56712191734766,-6.1322202276355995,2024-10-03,No injuries,Infrastructure
reckpSFz3SNRnA3pg,2024-04-22T11:50:46.000Z,Victim,Driver Behaviour (Car),Driver failed to yield on roundabout,Near Miss,53.33262645625382,-6.210805983386308,2024-04-21T17:30,No injuries,Infrastructure
reckgyopfFEpcmm4V,2024-02-29T13:27:46.000Z,Victim,Infrastructure,"Had a green arrow to go straight, 
Flashing amber for cars just started and driver turned into me without checking the mirrors.",Collision,53.348159952947356,-6.295068923613144,2022-09-19T08:25,Minor injuries,Infrastructure
reckqoCkJPJEV3lWb,2025-08-27T09:13:46.000Z,Victim,Driver Behaviour (Car),Van drifted to the left into the cycling lane so I had to break hard to stop and avoid a collision.,Near Miss,53.33766078566643,-6.266736918897692,2025-08-26T09:08,No injuries,Infrastructure
recksuq8e0HLFTANZ,2024-03-22T13:45:58.000Z,Victim,Cyclist Behaviour,A cyclist broke the lights & knocked down my 5 year old daughter while she was crossing with the green pedestrian light.  Broke her thumb.  ,Collision,53.328187156773794,-6.276642612943647,2022-06-13T15:25,Minor injuries,Infrastructure
reckw25xbfe2L7wpR,2025-08-14T10:57:52.000Z,Victim,Driver Behaviour (Car),Van overtaking cyclist dangerously. Cut across in front. To then get stuck at traffic at lights.,Near Miss,52.66329542496533,-8.629279848485112,2025-08-14T11:40,No injuries,Infrastructure
reckyHhD0oY853S9D,2024-06-01T11:35:39.000Z,Victim,Driver Behaviour (Car),Taxi pulling in to pick up customer -,Near Miss,53.346278933056084,-6.282017488903875,2022-07-27T09:07,No injuries,Infrastructure
reckwtW2t4Es9DZON,2024-03-02T07:25:11.000Z,Victim,Infrastructure,Trafic light is in the middle of the cycling lane. The path is so narrow it forces cyclists to a stop.,Hazard,52.82667506432574,-6.937956812528256,2024-02-29T18:46,No injuries,Infrastructure
reckzoKgt8o5XfDIq,2024-06-05T13:32:57.000Z,Victim,Infrastructure,Poorly thought out entrance to cycling infrastructure particularly when heading southward.  ,Hazard,53.41718041362324,-6.142178131175854,2024-06-05,No injuries,Infrastructure
recl2ZYRTCrsXKluO,2024-02-22T20:05:49.000Z,Victim,Infrastructure,Fell after slipping on heritage train tracks near cycle lane.,Collision,53.346629421573226,-6.228912921281562,2017-04-22T18:05,No injuries,Infrastructure
reckzkyrCRRZE0Ivr,2024-11-08T17:46:49.000Z,Witness,Driver Behaviour (Car),BMW driver moved all the way to the slip road to overtake two cars and nearly hit the bus when joining back,Near Miss,53.358348463876666,-7.486582728774181,2024-11-08T16:37,No injuries,Infrastructure
recl4vdgvnI06eh05,2024-02-28T21:38:21.000Z,Victim,Driver Behaviour (Car),"Heading north along the main road a driver alongside suddenly turned left into the housing estate, across the cycle lane.",Near Miss,53.30636864860725,-6.237040282088799,2022-10-20T08:30,No injuries,Infrastructure
recl757noKz6RcnSv,2024-02-29T10:36:53.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"Large truck joined slip road at speed, almost colliding with cyclist who was proceeding straight on",Near Miss,53.28825454749253,-9.012640279676333,2023-03-07T09:31,No injuries,Infrastructure
recl9yGEFavy1Fso1,2025-03-31T11:09:09.000Z,Victim,Driver Behaviour (Car),Car passed a few inches away from bike this morning. Has happened several times before near same spot,Near Miss,53.314250440571044,-6.282461193283922,2025-03-31,No injuries,Infrastructure
reclBkSHHZCUtJNNF,2024-02-28T10:52:26.000Z,Victim,Driver Behaviour (Car),"Car turned left despite myself cycling indicating to turn right from the left hand side lane where the bike lane was, had to put on brakes",Near Miss,53.388561475610004,-6.418197797940394,2024-02-20T10:50,No injuries,Infrastructure
reclDMSAhipwi8OeW,2024-05-09T18:49:08.000Z,Victim,Driver Behaviour (Car),Speeding taxis in particular near passing in the bus lane ,Near Miss,53.327761832319055,-6.276977563770743,2024-03-08T17:30,No injuries,Infrastructure
reclIOnvkWqGAxwoy,2024-03-05T15:43:19.000Z,Victim,Driver Behaviour (Car),Car driver left road to perform u turn and returned to road causing collision with cyclist descending. Driver admitted liability.  ,Collision,53.24344869298818,-6.305221116254955,2022-04-15T17:30,Serious injuries,Infrastructure
reclRX13uzE7B05Nf,2024-03-01T19:56:40.000Z,Victim,Driver Behaviour (Bus),Bus closed passed a cyclist. ,Near Miss,53.328022753139095,-6.337438015031665,2023-11-11T12:48,No injuries,Infrastructure
reclSvzZEkD09yGc3,2025-03-19T22:06:04.000Z,Victim,Driver Behaviour (Car),Rough driving by a sedan owner in evening around 6:30 pm. Swerving into cycle lane without any indication near the junction,Near Miss,53.32951038781286,-6.275600564751159,2025-03-17T18:35,No injuries,Infrastructure
reclZRhc8hl3RSZAM,2024-10-21T20:02:37.000Z,Victim,Driver Behaviour (E-Scooter or Similar),Tailgated by car on narrow shared section outside gaol,Near Miss,53.3421661664772,-6.31027330947299,2024-10-21T17:25,No injuries,Infrastructure
reclNrxDv0ZDoNmzx,2025-04-05T23:03:53.000Z,Other,Infrastructure,Roads directions sign obstructing line of view,Hazard,53.270220503715564,-9.087037156397656,2025-04-02T00:03,No injuries,Infrastructure
reclLVekYEalIkO6B,2024-02-28T09:17:17.000Z,Victim,Driver Behaviour (Car),Drivers using Richmond Hill as a shortcut coming to city centre from south don't really look out for people on bikes.,Collision,53.32703601520541,-6.2647632470103645,2020-10-07T07:08,Minor injuries,Infrastructure
reclb4CZORFhgX2Ml,2025-02-08T09:03:57.000Z,Other,Driver Behaviour (Car),Poor driver behaviour ,Hazard,53.26485161226151,-9.079545929106473,2025-02-05T08:54,No injuries,Infrastructure
reclcaQ5qIEAMJu4a,2024-04-15T12:21:44.000Z,Witness,Unknown,Car veered into grass area of linear park. ,Collision,53.33265799557955,-6.292323570206577,2024-02-07T08:30,No injuries,Infrastructure
reclckAT6bdhrx2Hk,2024-12-31T15:39:52.000Z,Victim,Infrastructure,Audi driver cut across the cycle lane without indicating,Near Miss,51.879894095153276,-8.46894008168917,2024-12-21T12:35,No injuries,Driver Behaviour (Car)
recldV3W4qdlz8UKj,2024-02-28T14:49:36.000Z,Victim,Driver Behaviour (Car),"Taxi cutting across me after the lights have turned green, was like as if he was diving into the bus lane.
 ",Near Miss,53.40201693834058,-6.23789899871889,2024-02-28T08:15,No injuries,Infrastructure
reclgmscMSzWV1fcR,2024-09-13T11:11:08.000Z,Victim,Infrastructure,Cars rarely give way to pedestrians and cyclists trying to cross and typically at speed entering the industrial estate.,Hazard,53.34862294440586,-6.405861737442649,2024-09-13,No injuries,Driver Behaviour (Car)
recliY9jsewpQh8d8,2024-04-17T13:48:33.000Z,Victim,Driver Behaviour (Car),Cars are often running red lights here.  Extra care needed on bikes with luas tracks,Near Miss,53.343369390344776,-6.291184636046182,2023-11-07T16:10,No injuries,Infrastructure
reclihD7sxEsWuC1V,2024-02-29T19:57:44.000Z,Victim,Driver Behaviour (Car),"Car pulled out from side street without looking right, had to brake hard and veer out of cycle lane",Near Miss,53.32952928928003,-6.272645541604874,2024-02-27T16:20,No injuries,Infrastructure
reclkmmxd1cvDng8Z,2025-04-04T14:35:38.000Z,Victim,Driver Behaviour (Car),"Closed passed by a car, at night, which didn't have its lights on",Near Miss,52.340574702955195,-6.461265772757088,2025-02-23T21:30,No injuries,Infrastructure
reclmxsRLmoYQB8xp,2024-02-29T08:40:16.000Z,Victim,Driver Behaviour (Car),SUV turning into Quaker Road crossed cycle lane striking my bicycle ,Collision,51.891441422282895,-8.468736575188359,2023-08-09T18:08,Minor injuries,Infrastructure
reclrW75PNqu6uZux,2024-03-05T09:03:04.000Z,Victim,Infrastructure,"Cars twice almost hit pram, jumping red light at the crossing. Seen one near miss also. Lights blocked by trucks needing to do deliveries.",Near Miss,53.3356953013751,-6.326459261256161,2024-03-05T08:30,No injuries,Driver Behaviour (Car)
recluTTEInnZ1rqEn,2024-05-15T10:18:12.000Z,Victim,Driver Behaviour (Car),Scarily close pass - was overtaken by a taxi as it sped up to a red light. He passed within an inch of my handlebars.,Near Miss,53.348083845134795,-6.279912718808333,2024-05-01T18:45,No injuries,Infrastructure
recm1Rv9GFXxZE4kB,2024-02-28T10:41:01.000Z,Victim,Driver Behaviour (Car),Car broke the red lights from the underground garage and hit me ,Collision,53.34496445818954,-6.30207892041301,2023-09-26T07:45,Minor injuries,Infrastructure
recm4AybLSBJ5ZfYg,2025-06-12T21:43:27.000Z,Witness,Driver Behaviour (Car),Car turning right onto Donore hit cyclist traveling straight eastbound,Collision,53.330524584327435,-6.284045702632511,2025-06-12T18:10,No injuries,Infrastructure
recm9D9HBIHme25vj,2024-02-29T21:29:29.000Z,Victim,Infrastructure,Doored by car parked beside cycle lane,Collision,53.381315670903064,-6.592763427932368,2023-11-07T18:30,No injuries,Infrastructure
recmDgxJvlf1WWMjq,2025-04-19T16:42:42.000Z,Victim,Infrastructure,Car fails to yield and nearly kills cyclist. Frequent danger spot.,Near Miss,53.3327597093587,-6.258832852082264,2025-04-18T17:40,No injuries,Infrastructure
reclv16N021f1nTsq,2024-02-29T15:06:13.000Z,Witness,Driver Behaviour (Car),"Cars stop on cycle lane here, cycle lane is  blocked, this is a single lane, suggest bollards along the cycle lane ",Near Miss,53.330470249341914,-6.2839088313896525,2024-02-28T08:30,No injuries,Infrastructure
recmERTec73Haq9qH,2024-12-04T18:47:13.000Z,Victim,Driver Behaviour (Car),"Taxi driver cutting right in front of me, narrowly missing me",Near Miss,53.32723837573653,-6.225219622634739,2024-11-26T20:00,No injuries,Infrastructure
recmF3Nyruz4TY2Rt,2024-03-01T21:25:26.000Z,Witness,Driver Behaviour (Car),Car parked for a prolonged period in the cycle lane.,Hazard,53.28043459356249,-6.136562834552024,2024-03-01T19:12,No injuries,Infrastructure
recmFBvBtpYwc0zRc,2024-02-29T00:42:16.000Z,Victim,Infrastructure,Dangerous and unfit for purpose cycle lane with poor surface and too many bollards so cyclists can manoeuvre to avoid dangers.,Hazard,53.270516026578946,-6.143396428064136,2024-02-12T11:40,No injuries,Infrastructure
recmDtgfM8iTiioo7,2024-08-08T07:08:01.000Z,Victim,Driver Behaviour (Car),Cycle lane blocked by construction. As I moved around it a taxi came from behind and squeezed me towards the traffic cones.,Near Miss,53.333942539802706,-6.245326696784161,2024-08-07T08:20,No injuries,Infrastructure
recmLiB1mkCtp1ipd,2024-05-31T10:45:06.000Z,Victim,Driver Behaviour (Car),"SUV moving into left lane to turn left onto Aungier St, passing through the cycle lane without looking or indicating,  side of car hit bike.",Collision,53.33758507180616,-6.266167648797676,2024-04-04T13:41,No injuries,Infrastructure
recmNdSOvIPHSPeeP,2024-09-23T08:02:33.000Z,Victim,Driver Behaviour (Car),"Cyclist with child on child seat in bike lane forced to brake to avoid driver accelerating past, mounting kerb for aggressive left hook.",Near Miss,52.63819352511592,-8.657783018103942,2024-09-21T15:00,No injuries,Infrastructure
recmNR9bS1SXQ9W2D,2025-01-29T10:44:26.000Z,Victim,Infrastructure,Unsafe to walk to school with no footpath,Near Miss,53.268875074280544,-9.071681089934401,2025-01-29T08:30,No injuries,Infrastructure
recmP88Fhfooew0nR,2024-03-06T16:46:55.000Z,Other,Unknown,Collision between cyclist and HGV,Collision,53.332575130625,-6.26485465098088,2022-01-06T09:00,Serious injuries,Infrastructure
recmRr9UBur9ji8PD,2024-10-24T13:48:38.000Z,Victim,Cyclist Behaviour,Bikes often come out of Fairview Park and continue the wrong way up the cycle lane towards Clontarf. Causes near misses.,Near Miss,53.363973748911036,-6.226745065782296,2024-10-20T15:46,No injuries,Infrastructure
recmWcsEXkBwKLK0Q,2025-01-08T14:51:23.000Z,Victim,Driver Behaviour (Car),Very close pass of commuting cyclist at 8.30am travelling  in the direction of Castlebar. Reported to an garda siochana,Near Miss,53.80581141280419,-9.227245080967066,2024-09-27T08:30,No injuries,Infrastructure
recmXCQO2X5fTIEx3,2025-08-01T08:24:25.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Left hooked by van who put on indicator last minute and cut across the cycle lane,Collision,53.346224907069114,-6.30826646803871,2025-07-30T11:23,No injuries,Infrastructure
recmXnaL0X67AdTu6,2024-07-18T11:55:55.000Z,Victim,Driver Behaviour (Car),Drivers break this red light most times I cycle here. Plenty drive through after the green pedestrian light appears had a near miss due to this.,Near Miss,53.272085649549325,-6.203799567283312,2024-07-18,No injuries,Infrastructure
recmYZaPT1Ibyu6eU,2024-03-09T12:26:02.000Z,Other,Unknown,A pedestrian was critically injured when hit by a truck. He later died,Collision,53.27669653088054,-9.04735629608561,2022-06-08T10:00,Fatality,Infrastructure
recmYphNmrOtEE4aX,2024-03-10T00:12:04.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Nearly hit by van driver making illegal right turn from Capwell Road when I had a green light turning right from Southern Road,Near Miss,51.89053053795388,-8.463288191903416,2021-09-10T17:50,No injuries,Infrastructure
recmfybrcCtGCveXZ,2025-04-11T20:05:30.000Z,Victim,Driver Behaviour (Car),Red car attempted to overtake in single lane shared space.,Near Miss,53.34210644752213,-6.309330334267713,2025-04-11T19:25,No injuries,Infrastructure
recmogglxpFqVEemw,2024-05-23T15:13:55.000Z,Victim,Driver Behaviour (Car),Cars turning left from Woodlawn Park to Churchtown Road Upper regularly break red traffic light / green pedestrian light,Hazard,53.29423164908471,-6.25073583386677,2024-05-23,No injuries,Infrastructure
recmqpH2CFH1kOr6k,2024-09-22T20:54:35.000Z,Victim,Infrastructure,A car hit me but didn't knock me down. The driver didn' t stop,Collision,53.26898145177657,-9.107299829719409,2018-09-12T17:50,No injuries,Driver Behaviour (Car)
recmshmKoBcdNIXTE,2024-06-02T07:21:44.000Z,Victim,Driver Behaviour (Car),Cyclists knocked off bicycle when passenger opened car door while car was stuck in traffic.,Collision,53.36070488562882,-6.272716469282955,2023-06-02T17:19,Minor injuries,Infrastructure
recmrwtmkRHXY2869,2024-03-30T17:20:41.000Z,Witness,Driver Behaviour (Car),Blue Car parked contra flow blocking the cycle lane near the Sallynoggin Roundabout.,Hazard,53.28034767041592,-6.13645157194253,2024-03-30T16:15,No injuries,Infrastructure
recmrReu13wgw14a8,2025-06-10T10:31:36.000Z,Victim,Driver Behaviour (Bus),"Dangerous overtaking by Dublin Bus before bus stop, almost causing a collision",Near Miss,53.370101187927474,-6.268667993742611,2025-05-02T10:27,No injuries,Infrastructure
recmt6UVwpUJSyyvY,2024-08-18T08:46:27.000Z,Other,Infrastructure,Cyclist hit pothole and went into canal. Path narrows as it goes under bridge. ,Collision,53.37297295672488,-6.299807665590208,2024-08-13T18:30,Minor injuries,Infrastructure
recmtnjRFGVzBG5QC,2024-03-19T11:54:39.000Z,Victim,Cyclist Behaviour,I was stopped at a red light. A cyclist behind me continued straight through and knocked me off the bike.,Collision,53.349826770189,-6.260394300825425,2022-05-11T20:50,Minor injuries,Other
recn3OdPsxPRm9U1b,2024-03-06T16:22:05.000Z,Other,Unknown,Hit and run with vehicle,Collision,53.34821435434546,-6.2968769387412635,2019-05-05T02:00,Serious injuries,Infrastructure
recn23fnmZHOGMGQi,2024-02-28T10:40:07.000Z,Victim,Driver Behaviour (Car),Car failed to yield to the bike lane when turning left (I had a green light to go straight and he had a binking yellow turn light).,Near Miss,53.34814204660114,-6.2950182020458385,2024-02-14T09:00,No injuries,Infrastructure
recn3q6Kmmk6oeYaF,2024-03-22T10:51:39.000Z,Witness,Cyclist Behaviour,Cyclists have not been watching their set of traffic lights and are not stopping when they have a red light and the vehicles have a green ,Collision,53.303503979340064,-6.208712173704384,2024-03-21T08:30,No injuries,Infrastructure
recnAZhILhzj7Pplw,2024-03-16T10:33:12.000Z,Victim,Driver Behaviour (Car),Heading east. Slight bend in road. Cars do no hesitate to overtake though blind to on coming  traffic. resulted in several near misses. ,Near Miss,51.88838130627104,-8.514926956904446,2023-03-16T06:10,No injuries,Infrastructure
recn3ygvrPTpK9gKD,2025-02-02T11:06:16.000Z,Victim,Driver Behaviour (Car),"Left turning driver cut across me, such that I had to use my right leg and foot to tap the car to stop progress. ",Collision,53.28216015582075,-6.193468172007925,2025-01-30T14:00,No injuries,Infrastructure
recnHIDCPPqJxKpUQ,2024-02-28T21:01:19.000Z,Victim,Cyclist Behaviour,Narrowly avoided collision with cyclist on cargo bike who was cycling on wrong side of road overtaking stationary traffic.  ,Near Miss,53.28766892141101,-6.137326666019391,2024-02-27T19:00,No injuries,Infrastructure
recn8qVABjeRgXDxg,2024-02-29T10:55:53.000Z,Witness,Unknown,"Car turned into a cyclist who was going straight ahead, man came off his bike but seemed to be injured",Collision,53.30987026686307,-6.283544534627367,2024-02-29T08:30,No injuries,Infrastructure
recn5nMQpzpAN6CIA,2024-09-22T20:35:13.000Z,Victim,Driver Behaviour (Car),Close pass from taxi driver while cycling that felt deliberate as the right lane was completely empty. ,Near Miss,53.278771931562716,-9.070000011746117,2024-09-20T20:00,No injuries,Infrastructure
recnImMkx38NdgNdz,2025-01-22T08:40:50.000Z,Victim,Driver Behaviour (Bus),Dublin bus pulled in without looking that I was alongside it,Near Miss,53.333921828002815,-6.2652394344125355,2025-01-22T08:10,No injuries,Infrastructure
recnJmVZqMgOy9ocO,2025-01-30T20:15:58.000Z,Victim,Driver Behaviour (Car),Driver drove aggressively at me and then jumped out and punched me because I touched his car,Collision,53.329164904222864,-6.334628370551684,2024-10-19T11:13,Minor injuries,Infrastructure
recnMjb6ioVJthQi8,2024-10-18T20:56:28.000Z,Victim,Infrastructure,A car turned left towards Polonez Doughiska while I was riding straight on the northbound bike lane on Doughiska Road northbound.,Near Miss,53.28745332499878,-8.98486995891713,2024-10-17T20:43,No injuries,Driver Behaviour (Car)
recnMEda1nfe34qTj,2024-03-01T16:20:34.000Z,Victim,Driver Behaviour (Car),Red/amber lights broken during nearly every change of lights. Constant use of bus lanes by cars. There is no gardaí enforcement.,Hazard,53.34700193609876,-6.424924847752408,2024-03-01T10:00,No injuries,Infrastructure
recnN6FoyFnOjyY6H,2024-02-29T12:09:21.000Z,Victim,Driver Behaviour (Car),Have been in multiple near misses when cycling on cycle lane due to cars entering and exiting car park. ,Near Miss,51.899269327938725,-8.467365754123819,2024-02-29,No injuries,Infrastructure
recnNEZ0lD15r8lhY,2025-05-23T16:12:36.000Z,Witness,Driver Behaviour (Car),Cars parked on footpath forcing pedestrians on to road in order to get by.,Hazard,53.24952642097654,-9.22075013218452,2025-05-18T16:09,No injuries,Infrastructure
recnUxzpmaAgYQOoL,2024-04-10T13:45:13.000Z,Witness,Other,Motorbike driving at speed down bike lane to skip stationary traffic.,Hazard,53.33101794399187,-6.287021735007812,2024-04-10T08:45,No injuries,Infrastructure
recnQLpi8pjjJgN2R,2025-03-26T00:39:09.000Z,Victim,Driver Behaviour (E-Scooter or Similar),Multiple drivers failed to yield at a zebra crossing ,Near Miss,53.80205831147396,-9.521063888315524,2024-08-26T13:38,No injuries,Infrastructure
recnX8QWASySoevX2,2024-02-29T11:11:13.000Z,Victim,Infrastructure,"A combination of Luas tracks, drainage gullys and a bad surface make this stretch particularly dangerous.",Hazard,53.34253681971791,-6.293182203526413,2024-02-28T11:09,Minor injuries,Infrastructure
recnVvq040sO0EV0r,2024-09-14T11:27:55.000Z,Victim,Driver Behaviour (Car),"Lane is narrow and cars, buses, trucks regularly close pass to try and make it through the traffic lights across the bridge. ",Hazard,53.36786534291781,-6.255406900087792,2024-09-14T12:27,No injuries,Infrastructure
recnYZUgob7suHme6,2024-11-09T16:48:06.000Z,Victim,Driver Behaviour (Car),"Car just slowed down at the stop line entering Victoria road without due attention nearly hitting me traveling by bike, thankfully no cars.",Near Miss,51.896460340998146,-8.457570606420688,2024-11-07T19:00,No injuries,Infrastructure
recnXt5oLgfy2yQaV,2024-02-29T16:39:58.000Z,Victim,Infrastructure,"Death trap here, drivers turning left believe they are following the road and don't give way to cyclists following the cycle path",Hazard,51.898450756101624,-8.460639783014699,2024-02-29,No injuries,Infrastructure
recnhHQhJOtF8nq1b,2024-11-20T12:34:14.000Z,Victim,Driver Behaviour (Car),Small van turned left into Celtic Park Rd without indicating whilst I was cycling alongside forcing me to swerve to avoid,Near Miss,53.37846866039274,-6.230088844917219,2024-11-15T13:45,No injuries,Infrastructure
recndbRiDMxgVwb5H,2024-09-27T11:29:34.000Z,Victim,Driver Behaviour (Car),After turning right from Malahide Road was cycling Bus/Bike lane on Clarehall ave when a car performed an intentional extremely close pass.,Near Miss,53.40242984957467,-6.177253894601364,2024-09-27T08:25,No injuries,Infrastructure
recnbIJYT0lxakSMh,2024-05-13T10:44:19.000Z,Victim,Driver Behaviour (Car),"Collision between car turning right from South Mall onto Fr. Matthew St, and bike in the South Mall bike lane heading eastwards. ",Collision,51.896764838919495,-8.470899584499591,2023-07-04T14:00,Minor injuries,Infrastructure
recnjXcLpEMhUZl9K,2025-10-08T16:54:25.000Z,Victim,Driver Behaviour (Car),Driver pulled out from a parking spot with the wing mirrors turned inwards and I(cyclist) instantly collided with her,Collision,53.34088255145909,-6.225321600005941,2023-08-07T12:52,Minor injuries,Infrastructure
recnklYEhMOCuhl0h,2024-03-03T15:14:27.000Z,Victim,Driver Behaviour (Car),Very close pass. Less than arms length. Driver was doing 68 kph in a 50 kph zone (there is a radar at this point).,Near Miss,53.27307277211119,-9.108042232079299,2024-03-03T14:09,No injuries,Infrastructure
recnokruCdl5wwcCw,2024-09-22T20:00:11.000Z,Victim,Infrastructure,Elderly disabled pedestrian stranded on island at roundabout entrance/exit as traffic streamed past with no gap to cross. Had to be rescued.,Near Miss,53.27953826151824,-9.069697714971653,2024-09-22,No injuries,Infrastructure
recnYEKVgIhS7wOXV,2024-05-15T20:16:35.000Z,Victim,Infrastructure,Taxis/buses regularly use the cycle line as a driving lane,Hazard,53.34780797063081,-6.258305151082567,2024-05-15,No injuries,Infrastructure
recnpoDQCe8i5nHPA,2024-04-09T07:13:09.000Z,Witness,Driver Behaviour (Car),Driver pushed past cycling parent and child and nearly went head on to another car at this blind corner ,Near Miss,53.26651286852589,-9.070456807036066,2024-04-08T08:22,No injuries,Infrastructure
recnpO9RKUy28kepM,2024-09-26T19:03:43.000Z,Victim,Infrastructure,"Mary's Lane has a dropped kerb, but there is no traffic island and no point where the lights let you cross, despite being a desire line.",Hazard,53.34800918200679,-6.274695992465354,2024-09-26T18:45,No injuries,Infrastructure
recnpOt8kXG1qcQIA,2024-06-23T09:41:23.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"A lorry driver parked on the side of the road next to the bicycle lane opened the door without looking, hitting me and causing me to fall.",Collision,53.33816924788479,-6.28223564127407,2024-06-10T07:30,Minor injuries,Infrastructure
recnr9pBiMXpdOePr,2024-02-29T07:26:02.000Z,Other,Infrastructure,The green pedestrian light doesn't give you time to cross the road.,Hazard,51.81297965831652,-8.392484056388923,2024-02-27T18:15,No injuries,Infrastructure
recnwQSGc9ihUrM1b,2024-10-03T10:17:59.000Z,Victim,Driver Behaviour (Car),Left turning car ignored cyclist coming up left hand side to continue straight and very nearly made contact.,Near Miss,53.35414662702351,-6.267086236489575,2024-10-02T12:20,No injuries,Infrastructure
recnx9ShfOTfqglo6,2024-02-28T22:00:22.000Z,Witness,Infrastructure,"Pedestrian concentration, crossing without care from café to parking, across the cycle lane.",Hazard,53.305870932380316,-6.23703305569299,2024-02-28,No injuries,Pedestrian Behaviour
reco1aoQERermgl7S,2024-02-28T16:42:06.000Z,Victim,Infrastructure,Coming out from the Luas stop merging with the traffic heading towards College Green while trying to avoid the luas tacks is very dangerous,Near Miss,53.34502000162843,-6.258971729284042,2024-02-21T14:10,No injuries,Driver Behaviour (Bus)
recns2iNtMZiKFqk9,2025-02-06T13:05:18.000Z,Victim,Driver Behaviour (Car),Near collision with car completely cutting corner and entering junction on the wrong side of the road.,Near Miss,53.37582765403877,-6.319938330696061,2024-12-28T10:30,No injuries,Infrastructure
reco4a1hXEujNb0Xo,2024-02-01T12:19:23.000Z,Victim,Driver Behaviour (Car),"I was hit off my bike as a car pulled in and never indicated to remerge onto the road. Cut up elbows, Knees and shins as well as bruising. ",Collision,53.32551730802598,-6.239526198610179,2023-04-04T17:40,Minor injuries,Infrastructure
reco56B9GzFHBlOhx,2024-10-07T16:44:12.000Z,Witness,Other,Cars parked the length of road outside GP practice in residential area. ,Hazard,53.27958922294641,-9.024437238331416,2024-10-07,Minor injuries,Infrastructure
reco8f9LNK69HJ5qC,2024-12-19T14:41:37.000Z,Victim,Driver Behaviour (Car),Driver didn't give right of way at roundabout ,Near Miss,53.36613033309402,-6.266326287612742,2024-09-19T08:20,No injuries,Infrastructure
